BARCODE_ID,date1,MonthlyMeanTemp,MonthlyPrecipSum,AnnualTemp,AnnualPrecip,Elevation,LUCAS_ID,SOIL_ID,Country,TH_LAT,TH_LONG,LC1_2018,LC_simpl_2018,LU1_2018,LC1_2015,LC_simpl_2015,LU1_2015,Soil_data_survey,Depth,Coarse_fragments,Clay_content,Sand_content,Silt_content,pH_CaCl2,pH_H2O,Electrical_conductivity,Organic_carbon,Carbonate_content,Phosphorus_content,Total_nitrogen_content,Extractable_potassium_content,Bulk_Density_0_10_cm,Bulk_Density_10_20_cm,Bulk_Density_20_30_cm,Ongoing_Number,Channel,Device,Basal_respiration,MIRR,Cmic,qO2,H2O_FW,glucose_per_sample,water_added,date_of_measurement,date_of_sampling,remarks,machine_factor,Xylosidase,Cellulase,N.actylglucosaminidase,beta.glucosidase,Acid.phosphatase,MWD,WSA,LC_5
56,5/22/2018,13.50833303,44.30000066,10.9,735,194,36442800,24223,FR,47.93851513,0.917572322,B12,Cropland,U111,B12,Cropland,U111,2018,0-20,4,20,7,73,5.8,6.2,17.53,17.4,0,45.6,1.8,125.4,1.216042392,1.318515203,NA,8723,Channel 16,EMIL,1.234659725,11.72926739,311.9985125,0.003957262,10.38160307,21.6,1,5/22/2019,n/a,n/a,1,30.34,24.18,111.86,214.08,443.99,1.814854015,79.48717949,Cropland
57,5/22/2018,19.70999956,38.80000058,15.1,626,344,48681954,58638,IT,40.4738047,16.42791313,B81,Cropland,U111,B81,Cropland,U111,2018,0-20,3,13,75,13,7.4,8.26,12.88,9.4,185,1.3,0.9,217.3,1.327688752,1.773713429,NA,7129,Channel 20,KLAUS,0.68169374,4.847599927,128.9461581,0.005286654,9.258032461,21.6,1,5/15/2019,n/a,n/a,1,12.11,4.32,39.98,108.94,96.85,1.798765152,35.13513514,Cropland
58,5/28/2018,11.13499975,80.3000012,8.8,455,1483,34201972,49714,ES,40.27706036,-0.579671058,F40,Bareland,U111,B55,Cropland,U111,2018,0-20,28,12,41,46,6.9,7.16,38,72.7,7,54.1,6.9,655.2,1.04051137,1.488966571,NA,8574,Channel 17,EMIL,8.0847009,62.09987648,1651.856714,0.004894311,37.03333333,0.0216,1.25,4/24/2019,n/a,n/a,1,215.5,565.72,835.46,2399.57,1125.57,1.173022556,59.375,Other
59,6/25/2018,21.06533286,29.20000044,14.6,726,115,37602280,24164,FR,43.39551878,3.082711569,D10,Shrubland,U415,E30,Grassland,U410,2018,0-20,5,14,26,59,7.7,8.44,12.59,5.7,366,3.4,0.6,203.5,1.647907857,1.662784046,NA,8804,Channel 7,EMIL,0.29738445,0.69389705,18.45766153,0.016111708,7.090545939,21.6,1,6/11/2019,n/a,n/a,1,2.87,1.23,8.13,18.79,26.91,1.339472477,25.71428571,Other
60,5/2/2018,13.03499971,56.40000084,13.1,700,1043,30721702,49795,ES,37.35647901,-4.075566102,B81,Cropland,U112,E30,Grassland,U112,2018,0-20,15,42,17,41,7.6,8.17,19.26,8.9,468,2.6,1.4,233.1,1.045791089,1.04473478,NA,8719,Channel 12,EMIL,0.861065907,15.87062653,422.1586656,0.002039674,18.06666667,21.6,1,5/22/2019,n/a,n/a,1,123.61,40.82,74.17,596.65,109.15,1.484485019,66.66666667,Cropland
61,5/28/2018,NA,NA,8.6,698,32,43403554,18159,DK,55.09095824,10.29745107,B13,Cropland,U111,B13,Cropland,U111,2018,0-20,9,12,63,25,5.7,6.15,10.19,13.7,0,15.2,1.5,81.5,1.589979289,1.58202037,NA,9303,Channel 26,EMIL,0.846787185,8.170753535,217.342044,0.003896104,7.637626054,0.0216,0.75,4/10/2019,n/a,n/a,1,30.75,42.54,65.28,301.16,343.06,0.863384701,40.625,Cropland
62,5/17/2018,17.25433295,32.50000048,17.8,512,117,27781794,42427,PT,37.62426656,-7.517479223,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,25,7,70,23,5.5,6.34,3.61,9.6,0,2.8,1.2,44.7,1.467419421,1.308445328,1.283590193,6945,Channel 16,KLAUS,0,12.51022581,332.7720065,0,1.457677654,0.0216,0.75,4/10/2019,n/a,n/a,1,101.39,94.9,400.89,650.72,422.07,1.458854898,58.33333333,Grassland
63,5/3/2018,13.31833304,51.30000076,11.9,723,172,37582662,24291,FR,46.81900643,2.615309344,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,31,29,34,37,5.3,5.95,12.06,17.3,0,18.6,1.7,233.9,1.172343473,1.459632229,NA,8446,Channel 9,EMIL,1.316299559,8.824082232,234.7205874,0.005607943,19.09039065,0.0252,0.5,3/26/2019,n/a,n/a,1,70,57.54,106.44,371.84,525.71,2.167227666,80,Grassland
64,5/28/2018,13.78733303,34.20000051,8,740,76,42843682,18156,DK,56.24027982,9.403723581,B16,Cropland,U111,B55,Cropland,U111,2018,0-20,7,9,61,30,5.7,6.14,15.18,17.6,0,34.9,1.8,141.4,1.314968927,1.456482582,NA,6937,Channel 8,KLAUS,0.694824962,9.001141553,239.4303653,0.002901992,12.66201396,0.0216,0.5,4/10/2019,n/a,n/a,1,37.78,58.83,114.78,422.25,285.03,1.048086486,67.85714286,Cropland
65,5/21/2018,15.91099964,34.70000052,9.8,872,306,45502846,27931,DE,48.68388105,13.10993952,B11,Cropland,U111,B55,Cropland,U111,2018,0-20,5,13,51,36,7.3,7.63,42.9,29.8,200,28.9,1.7,96.6,1.684355161,1.40312477,NA,6959,Channel 30,KLAUS,1.271737124,10.7765676,286.656698,0.004436447,10.71369705,0.0216,0.5,4/10/2019,n/a,n/a,1,36.5,42.14,80.87,299.37,211.01,1.045405567,40,Cropland
66,5/28/2018,12.17699973,76.30000114,9.9,527,1117,33002172,50999,ES,41.89874923,-2.320408299,B11,Cropland,U111,F40,Bareland,U112,2018,0-20,22,22,29,49,7.3,7.83,18.95,8.9,138,9.2,1.3,81.7,1.124240056,1.249062428,NA,7168,Channel 29,KLAUS,0.796425212,10.61900282,282.4654751,0.002819549,11.41666667,21.6,1,5/22/2019,n/a,n/a,1,44.83,39.67,134.21,374.43,167.63,1.71926087,31.03448276,Cropland
67,5/29/2018,20.61399954,12.80000019,15.5,529,209,54221900,29643,EL,39.35634633,22.76681758,E30,Grassland,U111,E30,Grassland,U111,2018,0-20,25,19,47,34,7.3,7.92,18.78,30.8,40,97.6,2.7,669.9,NA,NA,NA,7007,Channel 18,KLAUS,0,20.95155005,557.3112313,0,5.17868961,21.6,1.5,4/24/2019,n/a,n/a,1,48.74,75.32,180.51,669.32,354.41,2.124551345,71.42857143,Grassland
68,5/16/2018,14.08433302,66.20000099,10.3,825,-1,39583216,39165,NL,51.93563916,4.716682082,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,29,0,0,0,5.2,5.49,57.3,251.7,0,96.3,22.1,283.8,0.595295976,0.592536602,NA,8472,Channel 5,EMIL,7.369428969,30.63370474,814.856546,0.009043836,52.6775416,0.0216,0.5,4/3/2019,n/a,n/a,1,211.37,163.4,266.8,760.09,2456.31,1.754224359,90,Grassland
69,5/28/2018,19.92299955,15.90000024,11.3,524,86,49902614,30392,HU,46.28645617,18.69404962,B16,Cropland,U111,B16,Cropland,U111,2018,0-20,11,26,3,70,7.5,7.74,37.2,18.1,25,8.7,1.9,308.9,1.277187688,1.502707266,NA,6873,Channel 4,KLAUS,0.824272008,5.541715761,147.4096392,0.00559171,15.22545662,0.0252,1,3/26/2019,n/a,n/a,1,26.15,56.38,64.52,315.6,156.2,1.72644,46.15384615,Cropland
70,5/15/2018,15.97766631,34.40000051,15.7,451,640,31021866,50132,ES,38.86610978,-4.04614713,B13,Cropland,U111,B13,Cropland,U111,2018,0-20,8,37,37,26,7.6,7.95,22.2,11.1,249,6,1.6,383,1.172015149,1.230994388,NA,8693,Channel 16,EMIL,1.386787017,15.78067985,419.7660841,0.003303714,13.89118571,21.6,1,5/15/2019,n/a,n/a,1,93.14,31.33,59.57,433.39,120.84,1.52523506,38.23529412,Cropland
71,5/22/2018,11.71033307,52.90000079,13.4,870,356,30002386,51331,ES,43.27762902,-6.376825822,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,31,20,17,64,6.8,7.26,29.8,73.1,310,8.5,4.1,89.5,0.902144314,1.322861172,NA,6949,Channel 20,KLAUS,4.200891862,40.21999257,1069.851802,0.003926611,25.36195706,0.0216,0.5,4/10/2019,n/a,n/a,1,85.38,96.2,416.08,999.6,1000.43,1.452863184,76.47058824,Grassland
72,5/16/2018,16.3326663,33.4000005,16.6,706,194,27981972,42406,PT,39.23202797,-7.713670721,E10,Grassland,U120,C10,Woodland,U120,2018,0-20,35,8,76,16,4.4,4.81,12.54,7.6,0,12.7,0.8,56.7,1.352337973,1.434696465,1.302612224,6888,Channel 19,KLAUS,0.791370394,1.877828054,49.95022624,0.015843179,12.06480034,0.0252,0.5,3/26/2019,n/a,n/a,1,46.6,14.58,89.14,169.02,336.12,1.867516598,21.42857143,Grassland
73,5/16/2018,17.77066627,12.20000018,17.9,653,196,29741732,49800,ES,37.4540125,-5.217685116,B12,Cropland,U111,B31,Cropland,U111,2018,0-20,12,29,32,39,7.5,8.08,16.62,18,604,39.8,1.4,139.1,0.895826724,NA,NA,8688,Channel 11,EMIL,0.195093286,15.72939621,418.4019392,0.000466282,3.460502056,25.2,1.25,5/15/2019,n/a,n/a,1,100.71,37.34,60.5,429.21,94.55,1.384764569,34.48275862,Cropland
74,5/22/2018,10.22066644,26.7000004,9.2,680,1219,32482188,49721,ES,41.96254704,-2.968540631,C22,Woodland,U120,C22,Woodland,U120,2018,0-20,64,10,61,30,4.1,4.83,8.77,51.7,1,12.9,2.5,147,0.797703448,NA,NA,8733,Channel 26,EMIL,4.294978166,16.43085881,437.0608443,0.009826957,24.38500908,21.6,1,5/22/2019,n/a,n/a,1,53.38,10.15,259.22,159.25,1517.36,1.42821729,78.57142857,Woodland
75,5/18/2018,14.33099968,65.10000097,10.2,747,10,40383202,39162,NL,51.8564008,5.889929749,E10,Grassland,U420,E10,Grassland,U420,2018,0-20,4,31,13,57,7.4,7.99,12.09,7.5,95,10.8,0.6,61.2,1.336314178,1.423644563,NA,8689,Channel 12,EMIL,0.859088433,9.243992494,245.8902004,0.003493789,8.688443044,21.6,1,5/15/2019,n/a,n/a,1,11.82,5.27,35.11,77.43,142.59,1.390876457,43.24324324,Grassland
76,5/29/2018,14.40333301,61.20000091,12.9,829,652,28542144,42486,PT,40.85885734,-7.496487261,B74,Cropland,U111,B74,Cropland,U111,2018,0-20,40,8,65,28,4.2,4.65,18.13,42.5,0,22.9,2.5,62.9,0.687919696,0.970800335,1.128596815,8440,Channel 3,EMIL,1.6859375,9.654513889,256.8100694,0.00656492,18.1003839,0.0252,1,3/26/2019,n/a,n/a,1,119.54,60.84,272.42,496.27,1152.15,1.301180195,73.33333333,Cropland
77,5/22/2018,17.52766627,36.30000054,10.1,630,215,48982838,45239,SK,48.38057606,17.80274576,B11,Cropland,U111,B41,Cropland,U111,2018,0-20,1,21,10,68,7.4,7.87,19.04,14.4,28,14.9,1.5,181,1.499228953,1.552245621,NA,7058,Channel 9,KLAUS,0.2692377,12.61428486,335.5399772,0.000802401,7.48582861,21.6,1,4/30/2019,n/a,n/a,1,40.48,66.31,101.2,439.83,230.63,1.712177843,69.23076923,Cropland
78,6/27/2018,14.34566635,20.80000031,4.8,703,65,52584292,20902,FI,60.69000693,27.30100113,C23,Woodland,U120,C32,Woodland,U120,2018,0-20,12,3,82,16,3.5,4.04,11,184.2,0,50.1,8.4,110.7,0.08681246,0.51450413,NA,8686,Channel 9,EMIL,5.333886649,11.80934313,314.1285274,0.01697995,29.71666667,21.6,1.25,5/15/2019,n/a,n/a,1,248.11,65.15,401.42,526.13,1836.99,1.20605914,84.61538462,Woodland
79,5/28/2018,11.05666642,77.70000116,11.4,863,673,32242312,50981,ES,43.02492235,-3.502206464,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,18,18,53,29,5.3,5.45,39.7,27.7,1,53.8,3,81.6,1.137472083,1.27448201,NA,8455,Channel 18,EMIL,2.079365079,13.17460317,350.4444444,0.005933508,25.2038335,0.0252,1,3/26/2019,n/a,n/a,1,189.27,179.05,347.89,844.81,970.82,0.958059382,78.94736842,Grassland
80,5/30/2018,11.03099975,24.60000037,1.1,630,272,52664748,20867,FI,64.61196814,29.94232188,C31,Woodland,U120,C31,Woodland,U120,2018,0-20,10,5,70,25,4,4.74,8.55,81.1,0,45.6,3.6,97.2,0.540630596,0.953844224,NA,8467,Channel 30,EMIL,4.298804781,27.13249566,721.7243845,0.005956297,45.97682119,0.0432,0.5,3/26/2019,n/a,n/a,1,367.5,60.72,398.64,543.95,1311.69,1.428288235,56,Woodland
81,5/28/2018,16.41399963,41.80000062,8.9,580,190,51863086,41167,PL,50.2368308,22.1881342,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,3,3,89,9,4.6,4.92,23.4,15.6,0,142.4,1.8,69.2,0.986771317,0.955529728,NA,7172,Channel 3,KLAUS,0.287819679,2.318547416,61.67336127,0.00466684,1.480427046,21.6,1.25,5/27/2019,n/a,n/a,1,23.53,7.06,21.2,74.56,327.14,0.419755814,20.83333333,Grassland
82,5/3/2018,13.48466637,58.70000087,12.3,711,108,36462652,24282,FR,46.61958989,1.172354431,E20,Grassland,U111,B55,Cropland,U111,2018,0-20,15,14,70,15,5.9,6.48,11.38,20.8,1,11.2,2.1,29,1.138363997,1.498384878,NA,6944,Channel 15,KLAUS,1.045137544,8.89706832,236.6620173,0.004416161,15.1823858,0.0216,0.5,4/10/2019,n/a,n/a,1,29.32,20.59,80.91,197.62,333.47,1.389941003,77.27272727,Grassland
83,4/30/2018,15.60966632,31.10000046,16.3,640,205,42401958,59038,IT,40.71517442,9.045787863,E10,Grassland,U111,E10,Grassland,U111,2018,0-20,27,13,71,16,5.4,5.94,5.71,13.7,0,8.2,1.4,115.5,1.330622763,1.462395077,NA,8808,Channel 11,EMIL,0.263492063,10.07741576,268.0592593,0.000982962,0.828500414,21.6,1,6/11/2019,n/a,n/a,1,98.07,62.37,289.39,495.43,674.45,1.513338028,41.66666667,Grassland
84,5/29/2018,13.2019997,81.10000121,13.2,1398,348,31122376,49684,ES,43.3998048,-4.997735107,E10,Grassland,U111,E10,Grassland,U111,2018,0-20,5,8,72,20,3.6,4.59,19.71,267.7,0,18.8,14,129.3,0.464579086,0.546031418,NA,8680,Channel 3,EMIL,6.940141932,28.1703178,749.3304536,0.009261791,46.14489864,21.6,0.75,5/15/2019,n/a,n/a,1,702.39,36.81,303.79,429.99,4393.53,1.164309322,65.71428571,Grassland
85,5/30/2018,15.58266632,7.000000104,6,574,71,47064096,61686,SE,59.79714522,16.85331895,C22,Woodland,U120,C22,Woodland,U120,2018,0-20,32,6,68,26,3,3.79,12.32,192.9,0,21.6,5.3,132.3,0.123614172,0.575957421,NA,8724,Channel 17,EMIL,1.723013049,11.10386187,295.3627257,0.005833549,15.92420213,21.6,1,5/22/2019,n/a,n/a,1,24.68,5.1,370.05,125.63,991.16,0.924045098,38.0952381,Woodland
86,5/29/2018,14.55433301,63.00000094,8.6,1021,652,42602746,27403,DE,47.82458463,9.185798597,B11,Cropland,U111,B11,Cropland,U111,2018,0-20,4,13,66,21,6.3,6.5,24.1,60,1,48.8,6.1,344.5,1.331725624,1.348560927,NA,9302,Channel 25,EMIL,0.815502183,5.134643377,136.5815138,0.005970809,8.991554893,0.0216,0.5,4/10/2019,n/a,n/a,1,40.77,17.96,39.19,172.58,394.42,1.045157725,54.05405405,Cropland
87,5/29/2018,20.44599954,12.50000019,14.7,507,335,54121890,29644,EL,39.28222262,22.63520779,E30,Grassland,U111,E20,Grassland,U111,2018,0-20,17,31,41,28,6.5,6.58,6.87,19.2,0,3.8,2,209,NA,NA,NA,7173,Channel 4,KLAUS,0.314564158,15.07910726,401.1042531,0.000784245,8.231202385,21.6,1.25,5/27/2019,n/a,n/a,1,78.2,72.03,220.81,570.32,571.58,1.70306168,90.90909091,Grassland
88,5/28/2018,11.18699975,29.30000044,2.3,697,159,53304626,20870,FI,63.40089475,30.42646649,C32,Woodland,U120,C32,Woodland,U120,2018,0-20,13,0,0,0,3.2,4.16,10.7,257.2,0,42.7,7.7,134.1,0.215898228,0.512314438,NA,8451,Channel 14,EMIL,5.152134912,25.31395766,673.3512738,0.007651482,60.42317523,0.0504,0.5,3/26/2019,n/a,n/a,1,92.14,11.24,217.62,237.29,2358.02,1.597165179,82.35294118,Woodland
89,5/28/2018,12.0556664,80.00000119,11.6,387,1081,33581994,49845,ES,40.3930161,-1.334392961,C10,Woodland,U111,E30,Grassland,U112,2018,0-20,59,13,66,22,6.9,7.37,21.1,8.9,0,2,1,87.8,1.815692346,1.99586026,NA,8454,Channel 17,EMIL,1.360430464,10.03145695,266.836755,0.005098362,13.65260901,0.0504,0.5,3/26/2019,n/a,n/a,1,23.92,33.13,169.69,343.43,285.95,1.96764791,21.73913043,Woodland
90,5/22/2018,14.63099967,17.30000026,12.7,630,802,29602142,49691,ES,41.05389506,-6.260458046,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,16,7,66,27,4.5,5.19,5.15,6.1,0,16.3,0.7,72.6,NA,NA,NA,7170,Channel 1,KLAUS,0.56109515,2.852233677,75.86941581,0.007395538,1.596540828,21.6,1,5/27/2019,n/a,n/a,1,21.32,6.62,56.53,103.79,224.27,1.047265182,22.72727273,Grassland
91,5/21/2018,15.11866633,22.40000033,13.2,736,722,29122112,49690,ES,40.69567099,-6.74687852,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,25,24,8,68,4.9,5.54,7.29,12.3,0,5.3,1.4,72.1,1.092400616,1.156541343,NA,8729,Channel 22,EMIL,1.061993152,5.434612843,144.5607016,0.007346348,8.733552632,21.6,1,5/22/2019,n/a,n/a,1,34.87,10.86,77.4,142.55,316.43,1.349252674,37.93103448,Grassland
92,5/18/2018,14.984333,43.70000065,9.9,787,47,41063212,27409,DE,51.97648288,6.869975888,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,3,14,69,17,5.4,5.87,10.25,21.5,0,77.1,2.2,174.1,1.182142414,1.472858181,NA,9287,Channel 10,EMIL,1.795395912,14.98908514,398.7096646,0.004503016,16.17035435,0.0216,0.5,4/10/2019,n/a,n/a,1,99.07,139.58,161.9,697.01,763.25,1.62725974,73.52941176,Grassland
93,5/21/2018,20.30433288,26.6000004,16,485,124,53861912,29534,EL,39.51707681,22.37578888,B12,Cropland,U111,E30,Grassland,U111,2018,0-20,10,43,12,45,6.1,6.86,7.48,16.8,1,22.4,1.7,456.1,0.853030629,0.999221472,NA,6882,Channel 13,KLAUS,0.627815025,9.559910607,254.2936221,0.002468859,17.58288467,0.0252,1,3/26/2019,n/a,n/a,1,49.29,36.16,84.64,437.41,319.27,1.992318015,55.26315789,Cropland
94,5/30/2018,16.55233296,38.10000057,9.6,791,8,41783356,27432,DE,53.29306377,7.855312224,H12,Wetland,U140,H12,Wetland,U140,2018,0-20,10,0,0,0,3.5,4.04,41.3,530.7,0,31.7,12.5,64.7,0.307274412,0.2194309,NA,8447,Channel 10,EMIL,8.292972058,25.76912221,685.4586509,0.012098428,83.20773496,0.0252,0.5,3/26/2019,n/a,n/a,1,49.22,12.3,155.88,139.86,904.1,1.503425,27.02702703,Other
95,5/29/2018,14.59466634,65.60000098,13.4,397,688,30922176,49816,ES,41.5979299,-4.79058035,B12,Cropland,U120,C22,Woodland,U120,2018,0-20,39,13,71,16,7.6,8.02,22.1,6.7,88,73.9,1,131.5,1.301763709,1.133956115,NA,6895,Channel 26,KLAUS,0.970079476,8.795387253,233.9573009,0.004146395,9.017439387,0.0252,0.5,3/26/2019,n/a,n/a,1,28.58,31.02,67.89,211.47,111.35,1.674,76.19047619,Cropland
96,5/30/2018,17.30833295,18.00000027,17.2,684,82,26581768,42431,PT,37.13910423,-8.775251839,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,14,25,46,29,6.9,7.47,19.44,28.2,204,40.3,3,448.1,1.132999592,NA,NA,9293,Channel 16,EMIL,0.840202458,36.5087973,971.1340082,0.000865177,7.907441318,0.0216,1,4/10/2019,n/a,n/a,1,80.25,129.31,264.35,771.64,478.72,1.749361842,91.30434783,Grassland
97,5/22/2018,11.37566641,27.40000041,11.3,671,769,32402254,51004,ES,42.53610045,-3.192590159,B31,Cropland,U111,B11,Cropland,U111,2018,0-20,1,53,5,43,7.6,7.96,21.3,21.8,117,20,1.9,832.3,1.058299902,1.205801703,NA,8732,Channel 25,EMIL,0.282206271,14.00579272,372.5540864,0.000757491,12.89897993,21.6,1,5/22/2019,n/a,n/a,1,60.49,73.84,94.66,453.16,195.47,1.966778986,81.57894737,Cropland
98,5/14/2018,17.28766628,83.00000124,17.6,614,96,41941786,59039,IT,39.15141517,8.53956136,E30,Grassland,U111,E30,Grassland,U112,2018,0-20,4,8,85,7,6.8,7.31,7.12,5.2,1,5.1,0.6,112.7,1.564248941,1.584775145,NA,7151,Channel 12,KLAUS,0.679117752,4.23218309,112.5760702,0.006032523,7.243029203,21.6,1,5/22/2019,n/a,n/a,1,14.47,13.49,61.2,160.81,144.65,1.025750559,77.77777778,Grassland
99,5/16/2018,18.08133293,19.9000003,14.7,606,23,57002188,29552,EL,41.42359707,26.57980973,B34,Cropland,U111,E30,Grassland,U112,2018,0-20,11,15,57,28,6.9,7.68,13.15,5.9,5,35.5,0.8,289.8,NA,NA,NA,8568,Channel 11,EMIL,0.484778761,5.533333333,147.1866667,0.003293632,6.394963552,0.0216,1,4/24/2019,n/a,n/a,1,12.89,21.25,40.3,165.55,79.05,1.081262115,66.66666667,Cropland
100,5/28/2018,20.05033289,31.90000048,11.3,531,83,50882638,30393,HU,46.38988779,19.99528527,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,7,6,86,8,7.8,9.62,29.9,8.7,101,2.5,0.5,46.6,1.359731032,1.735877305,NA,5881,Channel 1,DIETER,0.986517651,2.748506889,73.11028325,0.013493555,6.159480606,21.6,1,9/2/2019,n/a,n/a,1,12.86,7.15,22.08,26.21,37.57,1.263151142,10.81081081,Grassland
101,5/10/2018,13.66933303,22.70000034,14.5,385,748,33081892,49751,ES,39.41288115,-1.746978454,E30,Grassland,U112,E30,Grassland,U112,2018,0-20,58,40,28,31,7.4,8.25,14.41,6.7,464,14.5,0.9,475,1.315630338,1.457857073,NA,9307,Channel 30,EMIL,0.47209385,13.4743453,358.417585,0.001317162,6.60690571,0.0216,1,4/10/2019,n/a,n/a,1,79.78,33.91,46.42,393.41,77.57,1.670655807,31.25,Grassland
102,8/19/2018,20.08499955,39.50000059,12.1,781,44,34082784,24152,FR,47.49173388,-2.170370839,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,54,24,26,50,4.8,5.53,5.28,24.6,0,9,2.2,86.4,1.394442869,1.432754199,NA,7210,Channel 11,KLAUS,1.516611296,8.042635659,213.9341085,0.007089151,20.13266998,21.6,1.5,6/5/2019,n/a,n/a,1,125.48,88.39,172.61,476.43,948.54,1.676036972,89.28571429,Grassland
103,5/10/2018,13.59133303,25.50000038,14.2,436,799,32921902,49750,ES,39.47974494,-1.946557415,B41,Cropland,U111,B12,Cropland,U111,2018,0-10,6,32,36,32,7.2,8.17,15.92,10.4,232,13.3,1.1,344.1,1.417350869,NA,NA,7144,Channel 5,KLAUS,0.49537785,11.86920361,315.7208161,0.001569038,8.160237389,21.6,1,5/22/2019,n/a,n/a,1,80.91,38.55,68.38,392.9,95.46,1.534698966,33.33333333,Cropland
104,5/3/2018,17.28299961,16.30000024,14.7,610,343,48362026,58525,IT,41.1465402,16.11600579,D20,Shrubland,U111,D20,Shrubland,U111,2018,0-20,59,43,13,44,7,7.3,14.99,36,7,5,3.3,1220,1.004730444,NA,NA,8744,Channel 7,EMIL,0.429019753,20.27629069,539.3493323,0.000795439,9.776815456,21.6,1.25,5/27/2019,n/a,n/a,1,39.51,30.85,147.46,323.65,412.26,2.259986711,89.74358974,Other
105,5/15/2018,15.87133298,38.40000057,15.6,360,667,31161848,50131,ES,38.72911314,-3.853874237,B13,Cropland,U111,B13,Cropland,U111,2018,0-20,56,28,43,29,7.4,7.9,12.72,8.2,10,26.5,1,674.3,1.263804266,1.425403975,NA,8722,Channel 15,EMIL,0.671446957,10.93644665,290.9094809,0.002308096,10.4101466,21.6,1,5/22/2019,n/a,n/a,1,21.39,30.53,62.88,358.05,163.7,1.269038557,25.71428571,Cropland
106,5/23/2018,14.92999967,51.80000077,9.6,644,207,42323042,27549,DE,50.48305909,8.74603739,B18,Cropland,U111,B11,Cropland,U111,2018,0-20,4,25,3,72,6.1,6.52,25.1,17.2,0,56.2,2,254.2,1.48742432,1.400194517,NA,8461,Channel 24,EMIL,0.815689655,9.826436782,261.3832184,0.003120666,17.5902245,0.0252,0.5,3/26/2019,n/a,n/a,1,44.07,75.1,77.21,476.6,372.39,2.005589535,51.28205128,Cropland
107,6/8/2018,14.06833302,1.500000022,3.9,596,149,49724396,20864,FI,62.14319772,22.50901358,C22,Woodland,U120,C22,Woodland,U120,2018,0-20,3,2,93,5,3.7,4.43,2.17,13.4,0,14.2,0.6,11.7,0.99486673,1.162204798,NA,8725,Channel 18,EMIL,0.584908903,2.805660594,74.63057179,0.00783739,3.194675541,21.6,1.5,5/22/2019,n/a,n/a,1,48.8,8.9,119.77,115.39,426.31,0.597842043,52.63157895,Woodland
108,5/16/2018,10.78266643,17.90000027,10.3,570,957,31882258,49776,ES,42.48762619,-3.823914053,B11,Cropland,U120,C32,Woodland,U120,2018,0-20,24,41,14,45,7.5,7.92,22,22.7,487,17.1,2,335.9,0.956281975,1.004205064,NA,6930,Channel 1,KLAUS,0.715785527,13.58955131,361.4820647,0.001980141,11.92206077,0.0216,0.5,4/10/2019,n/a,n/a,1,83.79,34.73,100.07,407.84,135.81,2.126836,90.90909091,Cropland
109,5/23/2018,16.91099962,24.90000037,15.8,645,404,29061990,49757,ES,39.60937688,-6.531026492,E20,Grassland,U111,E20,Grassland,U111,2018,0-10,30,9,65,26,6.5,6.68,69.1,14,2,14.6,1.5,117.1,1.322865604,NA,NA,8717,Channel 10,EMIL,0.592547449,9.442219514,251.1630391,0.002359214,4.553764334,21.6,1,5/22/2019,n/a,n/a,1,85.13,44.28,187.73,456.88,539.95,1.448045139,22.22222222,Grassland
110,5/16/2018,10.44466643,19.70000029,10.2,629,972,31862260,49769,ES,42.50203725,-3.852009958,B13,Cropland,U111,B11,Cropland,U111,2018,0-20,20,32,16,53,7.6,7.9,28.5,12.6,575,16.2,1.7,246.3,1.058417863,1.210083222,NA,8561,Channel 4,EMIL,0.657762683,13.10446117,348.5786672,0.001886985,9.397870925,0.0216,1,4/24/2019,n/a,n/a,1,75.93,38.97,97.14,375.94,88.03,1.827608974,64.28571429,Cropland
111,5/16/2018,13.78433303,51.00000076,10.6,784,0,38943176,39166,NL,51.53231618,3.838048246,E20,Grassland,U111,B11,Cropland,U111,2018,0-20,7,24,33,43,6.8,7.52,15.27,17.1,58,38.7,1.7,231.7,1.158399384,1.191730531,NA,8736,Channel 29,EMIL,1.015384615,16.1025641,428.3282051,0.002370576,10.09831695,21.6,1,5/22/2019,n/a,n/a,1,44.88,74.56,136.77,473.88,243.55,1.847735931,56.41025641,Grassland
112,4/20/2018,14.25866635,14.90000022,17.2,467,190,34041890,49713,ES,39.52255302,-0.643024526,B77,Cropland,U111,B77,Cropland,U111,2018,0-10,16,24,24,52,7.7,8.11,21.9,21.9,485,20.7,2.1,450.6,1.317390733,NA,NA,9299,Channel 22,EMIL,1.296875,23.59375,627.59375,0.002066424,12.47322458,0.0216,0.5,4/10/2019,n/a,n/a,1,62.87,87.72,294.68,586.02,642.41,1.41021365,56.66666667,Cropland
